"RANDOM STATE"
"0 0 -1727483681 330 0.0 false -1404534216 -1242660422 684219341 -652560556 -1132723593 1244162652 481133409 1060290746 405057116 1572595079 1444505894 1592879149 1529425755 1928444621 1838480892 -1252344689 -928832191 12331963 -121429677 -1903932273 244260035 216871911 -211066554 -2038112581 -910340311 -1909417839 -1418886741 -583146037 -901939697 282832617 -246600573 -1681655336 1883942432 -603466824 792533902 -2089035814 1705617305 2066626774 -1122599048 -1827960369 6676265 91554283 185303062 -422021113 -1364348433 -1477155527 55048427 433590493 -953936998 2082371558 1500480405 -141433620 296499491 -2005539681 -1049125066 -1314605703 705917806 -1970988900 1919670701 -140653549 -2061608315 1198349599 814362627 1126097914 -197503460 -1956714386 -75929954 -806160576 -1426058423 1737169264 112907963 74041027 797781115 338016512 1028392486 -66719918 1731883965 23088207 -2065327644 -2049718866 1461715031 -73165627 1791834069 -481788731 1456992339 1925260818 -587424398 1468877778 1874421985 -1055457430 2103212343 -1934110623 -1925942937 -1646208144 -1325876744 216927451 -965249173 -60480654 -723346041 440975051 -962897910 -1294023581 223309315 -1345766479 -1756621863 1029366081 520698105 -1429742738 1722079701 987295268 1839877916 2134751251 -683010458 -643761889 1223064220 -184155373 250558296 -137541331 1503852869 -46186032 828830848 -402846330 -755127941 15703717 -2080636368 1218761935 -638378202 -1274900043 816069502 586817351 1917527705 1002074220 1518647482 1828504208 -883375835 -1581839077 -339576385 1362420005 -89421893 1675733888 -1442816482 1029705492 1407027356 1261696320 1522928939 -759652041 -724336372 -1090460134 -1283267002 311121857 -725634497 -767378972 -330690564 380670063 -700038617 -889136358 -1091324560 -2072804813 -140439608 -595501592 -773192179 -899464240 -1538174804 1787498082 -2145294771 1071910216 1379163263 405401830 -1445845738 1234812485 -238868950 1293708070 -1903825281 99629952 -257378141 -596920724 1805284158 -2030661817 1065679128 1764447012 889811873 216498776 -1367166269 -327942331 -1967976520 31517783 218009372 -1542925625 948347295 -1622614226 -1916574019 1049581504 -1192699503 -554359063 1597119826 554581455 -1575167326 -1894476677 -2006083954 -567558250 675871507 -136666285 -637688889 -1440898318 510562346 -1558364598 1460614060 1756446663 1097178620 -270852704 -1175665445 1302778319 -1375889697 -1631581828 339317550 -38562910 929356065 403073073 1803325546 1596869032 470490512 -412697150 1366286420 708980928 -604798496 -1034955101 -2100758803 -578800576 1687084093 -1046719343 900624932 727687420 -1709644397 -1380739809 1709025485 -1135796462 -1250141553 1494676901 1594373842 1114606364 1149937155 1152916926 -769736517 1404614784 545363890 -1569215996 1451189754 -1561788219 1417541424 1400936402 -1724448132 -969335191 -1647268577 -1237665995 -997792571 -746234950 -1347320158 1963906432 -44224056 668763922 379582846 -856889174 688648727 -1517965948 1274594447 530793301 995016405 -1530526160 -110844979 498051790 723427406 967882976 303374088 -1187765601 -49437796 854860482 -562447955 1286528157 1405514471 -86767221 -1252570996 874646326 -98705844 -567207289 633260962 136724250 -404570701 -1013662238 -794565633 884750048 1438249895 -258246878 678389646 -244529776 -1410366376 -1718885794 615858035 -573496223 -1997312376 1957815530 -413849789 -330359273 -1844378010 -1590964408 1627729522 -1840508101 -1436658958 566666951 2043770918 175065311 350378188 -1992803403 1305691901 1099480499 -1541809272 1838391551 -903283123 36268135 1131497270 -979443191 -986914703 -1022740253 -1840008000 -240319758 1266005371 2085593135 40826096 -1177237025 646937445 -1155487149 -2123751654 -867877420 -864246339 -1717403256 701709067 486347144 1947674150 1145853554 -641353016 1855370887 1164961529 396503279 1466948066 -191667757 92446345 -1646649475 -1159698066 -1802469715 -1604566476 -1954010029 -1406781974 985297352 -825431381 -1787052334 -1910401487 1550088332 -987601812 565638035 660579355 -991623103 676283610 -1999259026 -924252634 -547967814 -1536066397 -1499349569 945963574 424954674 -2072933293 1933101342 -1977474627 66027395 1020354355 -1493721536 -921243057 -1390823600 191192170 -1969109972 1853597832 558037455 -606991216 142455759 13928961 -503577731 2096831739 -1410882999 1154781458 186285735 1323377849 646390941 -716652125 2138400778 -205058793 -498658428 -1781965078 -1312649435 273419311 1202065009 -330378454 -683611124 -1712212565 -1957061971 797536653 1433486940 -751925749 2058413835 464407468 -1819888220 831999174 199757713 1242745735 1085386251 -1301824949 1870543045 -687476027 -725800430 1322491607 -1505049043 -1262138109 -1177118961 -1019747458 -1364082700 -1530743658 757816520 -1595156961 1706233355 933340545 1203433032 -535635434 1984643717 -1677760452 -2028125214 -1029411007 373687720 -1530204628 1734697747 -1229474792 2029390144 898943293 -678120836 70178371 -1641377214 -2003193086 1287657538 -2119770707 -2042581829 685336449 -342138454 -646590144 -869329284 1730185389 674596639 1205839985 -63371638 -1594169355 300552497 892639245 -3607802 -887694890 -86686512 -1515657186 1856650214 -1015712243 -1467985574 -1377646960 -833248919 671103955 1096024635 -1663125610 -1128042111 833947854 1038804047 -816215452 969784429 607923796 649528019 -1898735440 -1157006572 -1569382508 -1721837487 215193350 -435475394 -638650088 924171687 -396455077 1486139529 1645911929 273917568 296866643 1689827854 -481887880 68834900 1850455804 1964215922 -2076867764 1840882489 -263867157 542591848 -98302187 -600239538 -2019494902 -1665174238 -1472797288 2136140857 265962691 -384382737 1320870015 -798881760 -967785495 1552401864 -531411637 1592730795 485433261 641790848 -1447669262 -2138023841 2108173387 -920262056 416261579 743585380 -833725288 -1919878993 841257057 -1471660028 25111546 313319677 1801446421 -695174378 -1813153763 -652644457 -320756109 -550511779 -146784896 -706509578 791317426 1583902719 -233411183 771139991 -674769478 1232016081 1557944637 516955615 -221115545 -570554614 -1759737701 1951552163 1831198098 -1986598302 1044936692 730258845 403641923 937913867 -434882818 844109450 -1254792191 -542143744 1196443609 1465747599 -1010449594 -461492620 -763588257 -845899410 1120955403 -1946233414 1245206424 657822262 -2042813216 -431048695 1201373571 192471849 486902654 -1915164782 -995198628 -1719293739 -800772224 948488525 -185088840 -1807105030 -799805633 1992007888 -865701324 -1012228746 2142193917 1966067697 -1645433695 368686063 637268710 1574048829 1087815618 -1528383447 1425570278 -86497058 661292970 2005572673 20389915 1549773823 942659583 -85755147 -482155024 -615722049 414538477 403189242 -1689979938 -87940199 2132155719 587303222 804346750 227075018 1920119986 1766065258 -1629211639 835996610 1527720304 1862867739 -410874966 -1929423215 -406796600 595345233 -1536634886 -135654509 -1572514294 1853401762 -1442214723 107498803"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","#auto-restaurants","bankruptcy?","color-names","colors","consumer-energy","consumer-threshold","day","day-length","n/a","num-colors","num-consumer","qs-item","qs-items","quality-cost","quick-start","rent-cost","service-cost","show-rank?","used-colors"
"-10","10","-10","10","0","nobody","355","""NEITHER""","0","5","false","[""lime"" ""orange"" ""brown"" ""yellow"" ""turquoise"" ""cyan"" ""sky"" ""blue"" ""violet"" ""magenta"" ""pink"" ""red"" ""green"" ""gray"" ""maroon"" ""hunter green"" ""navy"" ""sand""]","[65 25 35 45 75 85 95 105 115 125 135 15 55 5 12 62 102 38]","50","30","0","5","""n/a""","18","350","0","[""Teacher: Follow these directions to run the HubNet activity."" ""Press the SETUP button, then Press the INITIAL LOGIN button."" ""Everyone: Open up a HubNet Client on your machine, input the IP Address of this computer, press ENTER, type your name, and press ENTER."" ""Teacher: Once everyone has logged in, turn off the INITIAL LOGIN button by pressing it again."" ""Have the students acquaint themselves with their interface."" ""Teacher: Press GO to start the simulation."" ""Each student is a restaurateur. The customers are independent computer agents."" ""Following are some additional features you might want to adjust for later runs:"" ""NUM-CUSTOMERS determines the number of customers: set this before you run the game."" ""The following conditions can be changed either before or while the game is running:"" ""If SHOW-RANK? is on, the students are able to see their ranking amongst all restaurateurs."" ""If BANKRUPCY? is on, then students might go bankrupt."" ""Use the cost sliders, QUALITY-COST, SERVICE-COST and RENT-COST to adjust costs."" ""CUSTOMER-ENERGY determines the beginning energy of the customer."" ""CUSTOMER-THRESHOLD determines the threshold at which a customer gets hungry."" ""To create some automated restaurants set the AUTO-RESTAURANTS slider and press CREATE-AUTOMATED-RESTAURANTS."" ""Teacher: To rerun the activity with the same group, un-press GO, adjust settings, press RE-RUN then GO."" ""Teacher: To start the simulation over with a new group, follow our instruction set again.""]","0.2","""Teacher: Follow these directions to run the HubNet activity.""","100","0.2","true","[25 102 65 5 105]"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","user-id","auto?","bankrupt?","account-balance","received-rank?","rank","restaurant-color","restaurant-cuisine","restaurant-service","restaurant-quality","restaurant-price","days-revenue","days-cost","days-profit","num-customers","profit-customer","customer-cuisine","customer-taste","customer-money","appeal","persuaded?","my-restaurant","energy"
"0","15","145","-7.787715644936748","-8.962856871203076","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","56","76","0","false","-1","50"
"1","85","310","-8.547447916975015","8.490036644820911","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","34","54","0","false","-1","50"
"2","15","99","5.479779511218439","-9.077329399286471","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","3","23","0","false","-1","50"
"3","15","274","-8.405611841856768","-6.594355450964057","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","70","90","0","false","-1","50"
"4","45","60","8.100132967277975","-8.081893097349365","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","40","60","0","false","-1","50"
"5","45","143","0.07984400278715853","1.4989922477270774","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","57","77","0","false","-1","50"
"6","15","316","9.884750120953008","4.945927759912321","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","42","62","0","false","-1","50"
"7","85","96","3.9558902066927573","-5.882327624914278","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","7","27","0","false","-1","50"
"8","45","107","9.652825903399698","1.6640767531488532","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","30","50","0","false","-1","50"
"9","15","49","6.1351348870943205","-5.984754887889079","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","17","37","0","false","-1","50"
"10","45","132","-0.3968586701551029","-5.21802242690426","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","8","28","0","false","-1","50"
"11","85","315","-0.9846739732328071","6.37445116629609","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","1","21","0","false","-1","50"
"12","15","306","-8.846570883494616","7.262043891666195","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","57","77","0","false","-1","50"
"13","85","249","-9.296909063529913","1.1911083808740681","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","42","62","0","false","-1","50"
"14","45","223","5.412689567228657","-2.7406561052348604","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","26","46","0","false","-1","50"
"15","45","238","-9.842856913984491","-7.032729367404152","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","78","98","0","false","-1","50"
"16","15","2","-5.034821826198589","-7.260166544302188","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","53","73","0","false","-1","50"
"17","85","232","2.5721822871281272","-3.880996433398998","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","49","69","0","false","-1","50"
"18","15","165","6.954951360266424","1.1318146008814942","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","77","97","0","false","-1","50"
"19","85","231","-6.3576242028644705","0.5558612640638732","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","35","55","0","false","-1","50"
"20","15","111","7.8287402529155266","-6.710118592834338","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","72","92","0","false","-1","50"
"21","45","300","-6.351662273055111","-9.243227294824555","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","62","82","0","false","-1","50"
"22","85","316","5.956492858900138","3.1109708457857366","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","22","42","0","false","-1","50"
"23","45","308","-8.562128458593183","3.8957670476131874","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","32","52","0","false","-1","50"
"24","85","94","-4.634492762494466","-0.5848142139569497","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","54","74","0","false","-1","50"
"25","85","356","-1.585519729627224","1.8094314157907405","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","73","93","0","false","-1","50"
"26","45","203","5.290026728341157","3.584909245349877","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","41","61","0","false","-1","50"
"27","15","139","5.429531434712491","-5.470937000543885","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","28","48","0","false","-1","50"
"28","45","271","-3.9223194045289596","-9.912937074672971","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","38","58","0","false","-1","50"
"29","45","233","-7.1165496452782415","6.350776813382073","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","70","90","0","false","-1","50"
"30","15","261","-4.92012057943174","-4.374407271948454","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","72","92","0","false","-1","50"
"31","15","298","3.847028844196167","6.745989768188693","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","61","81","0","false","-1","50"
"32","45","253","-6.730496320888415","10.499244491179251","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","63","83","0","false","-1","50"
"33","85","192","5.116497333248102","-1.3207522376363627","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","30","50","0","false","-1","50"
"34","45","269","2.290665632073063","-6.619733986804481","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","49","69","0","false","-1","50"
"35","85","130","3.4058566163955497","1.7009123110214812","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","3","23","0","false","-1","50"
"36","45","81","8.990137105151355","3.1922701549766757","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","68","88","0","false","-1","50"
"37","15","205","-6.5868207563637355","-9.72630151990248","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","38","58","0","false","-1","50"
"38","85","339","8.992376249220314","-6.9673118060290555","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","11","31","0","false","-1","50"
"39","85","72","3.5312467566100363","-4.456250324108915","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","0","20","0","false","-1","50"
"40","85","178","2.2666729316534706","-8.083374479410843","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","70","90","0","false","-1","50"
"41","45","73","5.289919104359088","-4.4650416706024885","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","21","41","0","false","-1","50"
"42","45","353","-3.4745679823550404","-0.8761432523951918","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","29","49","0","false","-1","50"
"43","85","143","3.436820866185812","-6.5601464903708315","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","71","91","0","false","-1","50"
"44","45","72","-4.878635224428272","-8.533125194219867","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""Asian""","49","69","0","false","-1","50"
"45","15","39","2.6393404595093592","-1.1949381392918124","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","72","92","0","false","-1","50"
"46","85","87","-3.718950740696731","-3.239337285437684","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","6","26","0","false","-1","50"
"47","15","81","-4.16286049001224","-7.035232186865536","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""American""","48","68","0","false","-1","50"
"48","85","266","3.4819476399215823","2.394013740327871","""person""","""""","9.9","{breed customers}","false","1","1","""up""",,,,,,,,,,,,,,,,,"""European""","22","42","0","false","-1","50"
