"RANDOM STATE"
"0 0 -1727483681 623 0.0 false -942645379 -713846320 491089214 50550657 -2040810553 -1037894451 -59695189 -1037585724 79941205 -2025932535 -1438332622 -582168588 -1561661516 1141234552 183103903 -1511273911 384485632 -1589940199 885488429 -1041859715 -1516578014 296377742 1184000844 -1699946874 -307161360 2039824855 -1259115799 486349999 1081673777 -622329909 -1926845079 -503721341 -1855988374 -572559177 -643459808 -330082291 4701028 -1225754071 75797746 -140961551 -1912238055 1854528610 -321955652 -675310911 2076175092 -940069952 -1551059135 -461665973 1105904692 -1045901704 551200816 1776729233 143218796 103652853 -289503108 -1269376087 -115083693 -891509681 -1877682408 1384456292 -1301630803 -1031003136 1553263111 285841813 -807361782 -431053509 1127261878 -1186117799 1276960821 546035512 2139833926 938156111 -1264465088 -823247239 -682893809 926113391 305225121 -1978830428 1370384796 704009859 -1344390576 -685935064 566307682 1964958077 -1008085054 1497449540 999331948 543271187 811892910 932339903 -1583353153 293276476 -1397405542 1066354602 -1668080044 -2126782338 -1842532137 -1107815150 -1904456492 -1842964785 1750540561 -1067779855 -451605555 1330261232 -1171509732 -992187007 1733549559 -1293698333 -165182130 -682509437 1094711843 1891061942 -1962151728 911457498 10830612 -232046752 671179050 -1801015842 -2073409392 766293751 1214483660 -1354631684 -1320293872 1603868279 1996534620 -1025537629 834198420 153932971 -1686173807 398954311 -1141201445 -163931830 369856212 -1663901750 137213833 -549601115 160617647 273200395 -1439680470 -1121486930 -884704337 -1482301278 1249387343 -1322249567 1776011102 488204667 -894515325 -1970614575 79280922 888904659 -914084072 -2020114413 1048489197 -1682898838 1096101672 1007283138 1155677097 -1033870997 257943174 -1057218065 -2122993609 724740356 2593815 1706262768 813434539 -251502296 2015065880 -686629479 421836201 2120551003 -174698751 244640956 -1908758324 -1783018387 777677602 -1792686851 780316233 -812294322 -1199654598 -886226106 1724373369 1306773301 -137383219 -522267280 274091464 1427981275 -1405702895 846958838 -1394495216 -568341031 -1341798584 1701184398 -100333233 556724434 627926949 1549028539 -1738531119 1821439710 -1782954126 1484745309 -1388267299 1525216499 845348508 1841579886 943414799 -1460373041 54121485 1129543597 1772132084 602199181 -1813980477 -1846531714 1028653919 -1480948933 130257641 -554451295 767598046 53934301 625643360 1312041356 1119732982 -981608274 -1641874220 194277687 -1268287730 -1321948612 104880979 -1861138988 2049891306 -1270813425 -2044348510 2042870714 1337465135 712279513 -895683420 1369028147 -65958165 -42522100 -722093120 -1483008066 1999067471 2128898576 -563482545 512799183 -1796423042 -2141823402 -1273937923 2022732179 -1136338 -1056029437 -1148271748 1133943016 1254897005 -1332359908 572562902 -57919521 2025589957 1545853579 -1621516188 -2012696792 -68587304 -1102378934 -306615623 -116135963 -894481379 1413617738 1022887350 -682220868 972508496 -507407607 1761900685 1423867940 -2094217318 -1705958715 1583679586 641053908 1109342304 808372667 -1431779718 -1789753257 -1839216166 475432290 1791780757 3149587 984476364 -762844182 473189561 75312387 1645037983 1351508237 714419984 724360472 401922416 1919903785 991208606 -1031639030 1580207621 -386209589 12042528 1130230587 -1616933841 -1921503337 -2065416833 -170676278 -1936144674 -1527109930 435248712 -899876734 259486378 -618848336 -1882497648 -1728237063 1064013715 1122372101 109573778 -803636177 -1230216194 436206298 1082494299 149234370 1665036837 1797518780 105620044 -1716337693 -985604072 530070293 -1922575118 1611862883 345414601 -723386187 584661873 938460479 1420391271 -1823147275 775401434 -514639078 -2044213525 -537944483 1219374887 -1206661673 -1385714555 1112473395 757714186 795118407 463200647 2026390557 1691037413 -2031744227 -1998719206 -1087699123 824209067 -1580960049 232391624 -55847994 -176946870 -1278167001 -325820099 -1783638996 1304836344 -828322948 -536181486 -949376234 1788223089 -1286518708 -1726706993 -1367075463 941782036 1876645393 1761040060 219616337 -1383660154 432393672 -966019127 -967305420 -435217091 1809361082 -907814721 1195928033 352731654 -1740293508 -1243679 1531428971 1476603850 1389465832 -1516588563 -79101541 -1444522242 -2083552389 -1773483690 135112884 -541500319 1816270666 248016043 -1926589615 -191556615 -522219485 -874220715 104982211 -1973117041 1504128468 2070810492 294232324 400406743 1992930927 1204204009 299515822 -2116692257 -174105569 432983469 1658143543 581043813 29524943 543149426 -773849248 -1424471509 -175385323 765185255 -629991729 -2129139609 -756921856 1847208530 1886595339 -2015507986 -877959378 -873048090 -198211713 1338963763 1559047824 -172917102 1078859980 -1142282147 -647195344 -1945141527 232948120 -2047906635 -120342703 -1650426797 355159185 2025160659 1377068657 2085860890 -1492662373 1696654825 -392427526 -162849269 1857373596 -1771119321 205749792 -1031697437 1359874405 964940621 463089809 508656488 -292217085 2095281095 -565823762 1695806587 -1440776342 -517879766 1106312702 -25525621 -1403029680 873636147 -1172079533 -1933125343 1150741136 1548405202 19977052 1111806885 -1865956080 -1876914414 -2145083507 830177810 395558729 -50210063 1827679023 242632993 -514410102 -118577462 -282728131 1634104546 -1640572847 -1346500469 -117397003 889795603 1159262032 -1735991058 -316539434 1611010938 435938081 1579605324 -2083760612 411572610 1567110643 -1250627994 1216701252 -2094418318 -245123953 -1113164299 -1621292971 -1174073662 -423492562 78158870 -372840903 2004279508 268715486 -638486127 -1101427858 663706631 -822629436 1347548829 845797989 1823079004 -1594962024 965182570 -21505385 1292464697 -1043068292 890855938 -1998255269 617429019 -2102334691 -462085043 -1449652963 -1497935024 577465071 1816604003 1011475303 -258842271 1572403770 861141623 1776474127 565363223 225500904 923611096 -1439026265 314168555 615558579 357930063 266834499 1247329135 -615876059 -1883497599 1213864837 1543528693 -919983785 1048575384 -934063897 1845821416 -829372368 436914470 -924944588 -216436875 268724394 -700316153 676698556 51648328 1478450406 1912193218 1827984950 168302057 1810046456 1443891996 -1400968336 -1611705472 1354524050 1767722461 1100547090 1672674538 1779188831 1894247938 -1855674974 -887141333 -955960931 400766418 2073186087 768309078 -1092814367 -9817100 -820265918 1525380621 2081178875 1432771829 2120414991 -377929255 -2020303989 22689016 1760073689 1788999356 1945772299 -944455624 1134815151 -25526457 678590307 -388546256 -1646778794 1585223798 1806756104 -1694942130 877179015 -139049070 -2037054527 -1458906619 2140212872 913531019 -349831156 -731597493 1678285869 358475237 2126265540 -9694585 -662881423 1132667828 -1951427913 -402480866 -1461091804 1553328800 -1084753278 1454797102 132536992 -57794103 -1681649236 238470730 1896148020"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","carrying-capacity","carrying-capacity-multiplier","color-list","color-types","max-initial-population","number-of-types","sugar-color"
"-32","32","-32","32","0","nobody","131","""NEITHER""","500","""medium""","0.006","[15 25 35 45 55 85 115 125]","0","30","5","2"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","energy"
"2","25","263.9755844554235","-14.401431554958624","14.750461667120597","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1255"
"3","55","270.2153707278442","26.315447669584852","-16.823486252478407","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","632.5"
"5","15","234.35916200478314","-24.7802479244767","-7.148712744190538","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1525"
"8","25","352.7626871821512","-31.057905267211346","11.79096228038894","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","147.5"
"9","35","32.53712636887211","22.688085742843572","9.173593193713087","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1365"
"10","15","115.12849474428978","-6.980517144537684","-28.128013409937576","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","445"
"11","55","114.12851359765367","32.093612322525146","-13.440693390019295","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1310"
"12","25","0.6374288283831291","-23.218245781832117","21.47916957092964","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1290"
"13","35","327.75493695651005","-7.4381511769082636","-31.258512552880582","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","355"
"14","45","65.55836442079769","15.116575913988413","28.395231374886695","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1765"
"15","35","330.3924745618386","-5.738823094094414","-2.1062336511101862","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1575"
"16","55","204.08312908919973","11.362781714339116","-17.098191544173744","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1230"
"20","55","56.358407176943146","-15.43647576469987","21.049295363873537","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1127.5"
"23","45","119.39543856477195","13.520209718875304","1.2402086620330366","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","955"
"24","15","19.972297556723355","-30.461133152802734","-18.619050812703808","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1080"
"25","25","199.0066545171268","16.747379043286646","26.522861685124198","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1642.5"
"26","15","122.05821396609899","14.748641035614355","-6.564135915856973","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1045"
"27","45","10.037763294612155","27.592965748941374","5.767159485127753","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","900"
"28","35","171.5417976636911","-12.141181493764167","3.125278444079193","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1060"
"30","55","84.95818767792952","-23.51639194768536","14.96840547719137","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","855"
"31","45","190.95367487809295","12.881839176826954","5.260038186206391","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1785"
"32","55","148.63365009408392","0.10309188901501881","11.289211318704552","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1020"
"33","35","150.6213624454261","1.4156407166951501","-4.721565109030844","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1342.5"
"34","35","92.10295046189222","11.316229130834888","-9.263027635432953","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","915"
"36","45","41.99183667248134","13.217126450984987","-26.77758258146747","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","651.25"
"37","35","166.7519963598807","8.968147222223342","11.691031338925402","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","955"
"39","25","305.3817781969249","13.575803171175277","-15.73927318261979","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1033.75"
"41","55","8.853032063448214","10.491761498678382","-2.6527624204324076","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1008.75"
"43","15","222.8954358435588","-10.894658394872293","32.17202735104436","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","262.5"
"45","55","113.03304871884345","3.5578272084521023","-10.390538473699117","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","817.5"
"46","15","91.88936027705017","5.622173776771329","27.617032996433387","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1270"
"47","55","159.82741177158144","-13.855882501477705","2.8901129308827445","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","170"
"48","45","3.679427916757028","-31.056844874828403","23.412240745519192","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","970"
"49","25","60.03526959514615","-4.808455476043572","13.132822907132404","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","652.5"
"50","45","190.98973614559648","-25.697392704097627","5.456010232129755","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","327.5"
"51","35","37.69293726375534","-15.260152935639313","1.839924346452157","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","780"
"52","25","135.1521840164739","-17.506697646273484","-4.839776298148979","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","820"
"53","55","4.323701867323649","2.9794550827269752","3.3457220212181684","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1525"
"55","25","149.68986617573373","-28.273515420431313","-22.282502904628497","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1032.5"
"56","35","26.010353157091384","-16.511770146725528","29.707380661386193","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","855"
"58","55","282.4014228964711","23.62202159947568","-14.300107634660305","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","655"
"59","35","18.901594303275985","20.77179145377628","16.44207357997812","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","745"
"60","35","73.03561437213287","-28.125713676571426","-15.248110447059291","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","885"
"61","15","328.75517844688676","-17.58933806366101","-10.139661908116278","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1226.25"
"62","55","326.06930980938523","-9.7096302233047","18.860468783177367","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1447.5"
"63","35","358.4315728877275","25.0616367656944","14.297225064840994","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1225"
"64","35","70.83747816502354","-2.41637891115425","14.087060345670775","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","547.5"
"66","45","46.78715797341469","-25.030055696328052","-22.63499609881627","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","946.25"
"67","45","314.62565714204595","10.75883063852541","26.552467585836872","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1652.5"
"68","15","93.97078465348338","-5.09747602530958","-14.089839127216491","""ecoli""","""""","9.9","{breed ecolis}","false","2","1","""up""","1082.5"
